CASEID,YEAR,STATEFIP,PED,SED_EAT,ANYSECEAT,ACTIVITY,DURATION,START
20140111131116,2014,6,25,10,1,50101,270,10:00:00
20140111131120,2014,29,30,20,1,50101,270,7:00:00
20140111131120,2014,29,30,20,1,50101,210,12:00:00
20140111131120,2014,29,30,20,1,60101,220,17:05:00
20140111131221,2014,48,9999,9999,99,50101,120,4:00:00
20140111131221,2014,48,9999,9999,99,50104,20,21:40:00
20140111131221,2014,48,9999,9999,99,50101,300,22:00:00
20140111131231,2014,48,0,50,1,50101,535,7:35:00
20140111131238,2014,4,9999,9999,99,50101,240,9:37:00
20140111131238,2014,4,9999,9999,99,50101,218,13:52:00
20140111131259,2014,36,30,0,2,50101,310,6:50:00
20140111131259,2014,36,30,0,2,50101,160,12:20:00
20140111131281,2014,18,105,0,2,50101,240,7:05:00
20140111131281,2014,18,105,0,2,50101,290,12:10:00
20140111131328,2014,42,30,20,1,50101,300,8:00:00
20140111131328,2014,42,30,20,1,50101,240,13:30:00
20140111131365,2014,12,30,0,1,50101,780,7:00:00
20140111131419,2014,1,60,5,1,50101,118,8:02:00
20140111131425,2014,9,9999,9999,99,60101,400,7:20:00
20140111131429,2014,27,9999,9999,99,50101,60,23:11:00
20140111131457,2014,17,9999,9999,99,50101,225,7:45:00
20140111131457,2014,17,9999,9999,99,50101,60,13:00:00
20140111131459,2014,37,70,0,2,50101,125,8:10:00
20140111131459,2014,37,70,0,2,50101,150,10:30:00
20140111131459,2014,37,70,0,2,50101,90,13:45:00
20140111131459,2014,37,70,0,2,50101,90,15:30:00
20140111131460,2014,26,150,0,2,60101,140,8:10:00
20140111131460,2014,26,150,0,2,60101,241,11:00:00
20140111131525,2014,39,9999,9999,99,50101,188,8:52:00
20140111131525,2014,39,9999,9999,99,50201,40,12:35:00
20140111131525,2014,39,9999,9999,99,50101,74,13:16:00
20140111131525,2014,39,9999,9999,99,50101,85,14:50:00
20140111131552,2014,36,60,30,1,50101,120,4:00:00
20140111131552,2014,36,60,30,1,50101,330,8:00:00
20140111131552,2014,36,60,30,1,50101,240,14:30:00
20140111131552,2014,36,60,30,1,50101,30,21:00:00
20140111131588,2014,12,40,10,1,50101,120,8:18:00
20140111131588,2014,12,40,10,1,50101,117,10:33:00
20140111131588,2014,12,40,10,1,50101,105,12:45:00
20140111131590,2014,51,30,0,2,50102,120,17:05:00
20140111131601,2014,41,75,0,2,50101,165,7:15:00
20140111131601,2014,41,75,0,2,50101,110,10:10:00
20140111131601,2014,41,75,0,2,50101,240,13:00:00
20140111131603,2014,37,9999,9999,99,50101,120,7:00:00
20140111131603,2014,37,9999,9999,99,50101,165,9:15:00
20140111131603,2014,37,9999,9999,99,50101,120,13:00:00
20140111131603,2014,37,9999,9999,99,50101,105,15:15:00
20140111131652,2014,48,60,12,1,60199,65,10:45:00
20140111131652,2014,48,60,12,1,60199,60,13:02:00
20140111131652,2014,48,60,12,1,60199,60,14:04:00
20140111131680,2014,36,9999,9999,99,50101,870,6:30:00
20140111131708,2014,18,110,0,2,50101,265,7:35:00
20140111131708,2014,18,110,0,2,50101,240,12:30:00
20140111131710,2014,46,135,0,2,50101,152,9:28:00
20140111131719,2014,53,75,10,1,50104,30,12:30:00
20140111131719,2014,53,75,10,1,50101,135,13:00:00
20140111131719,2014,53,75,10,1,50101,120,15:30:00
20140111131719,2014,53,75,10,1,50101,90,18:00:00
20140111131719,2014,53,75,10,1,50101,105,19:45:00
20140111131854,2014,6,9999,9999,99,50101,90,20:02:00
20140111131870,2014,29,9999,9999,99,50101,375,11:45:00
20140111131870,2014,29,9999,9999,99,50101,255,18:30:00
20140111131950,2014,34,9999,9999,99,50101,410,8:10:00
20140111131960,2014,40,9999,9999,99,50101,215,7:55:00
20140111131960,2014,40,9999,9999,99,50101,310,11:50:00
20140111131969,2014,42,90,0,2,50101,60,19:10:00
20140111132042,2014,48,9999,9999,99,50101,140,8:40:00
20140111132042,2014,48,9999,9999,99,50101,135,11:15:00
20140111132042,2014,48,9999,9999,99,50101,175,13:50:00
20140111132042,2014,48,9999,9999,99,50101,30,18:00:00
20140111132047,2014,48,9999,9999,99,50101,60,3:00:00
20140111132056,2014,12,30,10,1,50101,180,7:00:00
20140111132056,2014,12,30,10,1,50101,285,10:15:00
20140111132056,2014,12,30,10,1,50101,240,15:30:00
20140111132153,2014,42,30,25,1,50101,390,16:30:00
20140111132156,2014,17,9999,9999,99,50101,150,7:30:00
20140111132156,2014,17,9999,9999,99,50101,105,10:15:00
20140111132156,2014,17,9999,9999,99,50101,195,12:15:00
20140111132205,2014,22,9999,9999,99,50101,220,7:50:00
20140111132205,2014,22,9999,9999,99,50101,150,12:30:00
20140111132207,2014,22,50,5,1,50101,180,8:30:00
20140111132207,2014,22,50,5,1,50101,80,13:20:00
20140111132207,2014,22,50,5,1,50101,410,14:40:00
20140111132207,2014,22,50,5,1,50101,160,22:20:00
20140111132288,2014,6,25,0,1,50101,120,4:00:00
20140111132288,2014,6,25,0,1,50101,120,22:00:00
20140111132288,2014,6,25,0,1,50101,210,0:30:00
20140111132295,2014,42,20,20,1,50101,245,23:55:00
20140111132302,2014,8,9999,9999,99,50102,60,16:10:00
20140111132317,2014,36,60,40,1,50101,45,14:15:00
20140111132340,2014,39,10,20,1,50101,240,7:30:00
20140111132340,2014,39,10,20,1,50101,120,12:30:00
20140111132340,2014,39,10,20,1,50101,10,14:30:00
20140111132340,2014,39,10,20,1,50101,10,14:40:00
20140111132340,2014,39,10,20,1,50101,10,14:50:00
20140111132340,2014,39,10,20,1,50101,90,15:00:00
20140111132362,2014,6,9999,9999,99,50101,270,7:30:00
20140111132362,2014,6,9999,9999,99,50101,300,13:00:00
20140111132403,2014,37,15,0,2,50101,690,5:30:00
20140111132431,2014,53,9999,9999,99,50101,3,5:00:00
20140111132431,2014,53,9999,9999,99,50101,30,7:30:00
20140111132431,2014,53,9999,9999,99,50101,5,8:00:00
20140111132431,2014,53,9999,9999,99,50101,30,8:05:00
20140111132431,2014,53,9999,9999,99,50101,10,8:35:00
20140111132431,2014,53,9999,9999,99,50101,60,8:45:00
20140111132431,2014,53,9999,9999,99,50101,10,9:45:00
20140111132431,2014,53,9999,9999,99,50101,60,9:55:00
20140111132431,2014,53,9999,9999,99,50101,20,10:55:00
20140111132431,2014,53,9999,9999,99,50101,75,11:15:00
20140111132431,2014,53,9999,9999,99,50101,2,12:30:00
20140111132431,2014,53,9999,9999,99,50101,20,13:02:00
20140111132431,2014,53,9999,9999,99,50101,180,13:22:00
20140111132431,2014,53,9999,9999,99,50101,5,16:22:00
20140111132431,2014,53,9999,9999,99,50101,1,16:27:00
20140111132431,2014,53,9999,9999,99,50101,5,16:28:00
20140111132431,2014,53,9999,9999,99,50101,45,16:33:00
20140111132431,2014,53,9999,9999,99,50101,10,18:03:00
20140111132431,2014,53,9999,9999,99,50101,57,18:13:00
20140111132431,2014,53,9999,9999,99,50101,10,19:10:00
20140111132431,2014,53,9999,9999,99,50101,100,19:20:00
20140111132431,2014,53,9999,9999,99,50101,20,21:00:00
20140111132436,2014,29,50,0,2,50101,505,9:05:00
20140111132464,2014,13,9999,9999,99,50101,900,4:00:00
20140111132483,2014,18,20,40,1,50101,370,6:20:00
20140111132483,2014,18,20,40,1,50101,130,12:50:00
20140111132507,2014,17,15,0,2,60101,395,8:35:00
20140111132514,2014,37,10,12,1,50303,180,9:51:00
20140112130015,2014,6,60,10,1,50101,135,18:15:00
20140112130031,2014,21,50,0,2,50101,195,5:15:00
20140112130031,2014,21,50,0,2,50101,80,8:40:00
20140112130031,2014,21,50,0,2,50101,175,10:35:00
20140112130035,2014,4,95,0,2,50101,325,7:35:00
20140112130035,2014,4,95,0,2,50101,180,14:00:00
20140112130041,2014,37,160,0,2,50301,120,7:50:00
20140112130071,2014,29,60,0,2,50101,135,7:20:00
20140112130071,2014,29,60,0,2,50101,160,9:50:00
20140112130071,2014,29,60,0,2,50101,105,13:00:00
20140112130071,2014,29,60,0,2,50101,60,15:00:00
20140112130094,2014,41,45,8,1,50101,225,8:15:00
20140112130094,2014,41,45,8,1,50101,210,12:30:00
20140112130100,2014,36,115,5,1,50101,300,7:00:00
20140112130100,2014,36,115,5,1,50101,180,12:30:00
20140112130105,2014,29,30,0,2,50101,150,8:30:00
20140112130105,2014,29,30,0,2,50101,195,11:15:00
20140112130106,2014,12,45,0,2,50101,520,7:50:00
20140112130106,2014,12,45,0,2,50101,60,20:15:00
20140112130118,2014,21,10,0,2,50101,525,8:15:00
20140112130129,2014,50,50,5,1,50101,220,8:20:00
20140112130129,2014,50,50,5,1,50101,220,12:20:00
20140112130129,2014,50,50,5,1,50101,20,20:40:00
20140112130137,2014,36,130,15,1,50101,360,7:30:00
20140112130137,2014,36,130,15,1,50101,160,14:50:00
20140112130144,2014,13,9999,9999,99,50101,275,7:25:00
20140112130144,2014,13,9999,9999,99,50101,210,13:00:00
20140112130148,2014,4,15,20,1,50101,900,11:00:00
20140112130175,2014,47,47,0,2,50101,135,6:45:00
20140112130175,2014,47,47,0,2,50101,150,9:15:00
20140112130175,2014,47,47,0,2,50101,240,12:30:00
20140112130501,2014,37,75,15,1,50101,363,6:27:00
20140112130501,2014,37,75,15,1,50101,210,13:00:00
20140112130510,2014,6,30,30,1,50101,520,6:20:00
20140112130515,2014,48,60,25,1,50101,407,8:53:00
20140112130515,2014,48,60,25,1,50101,90,22:00:00
20140112130518,2014,53,40,3,1,50101,120,11:30:00
20140112130518,2014,53,40,3,1,50102,60,13:30:00
20140112130525,2014,55,70,20,1,50101,180,4:00:00
20140112130525,2014,55,70,20,1,50101,305,22:55:00
20140112130537,2014,37,0,15,1,50101,610,7:20:00
20140112130544,2014,6,9999,9999,99,50101,495,9:25:00
20140112130565,2014,1,90,0,2,50101,60,9:35:00
20140112130565,2014,1,90,0,2,50101,60,13:05:00
20140112130567,2014,42,75,10,1,50101,450,8:24:00
20140112130581,2014,48,105,10,1,50101,209,8:01:00
20140112130581,2014,48,105,10,1,50101,295,12:35:00
20140112130584,2014,11,30,2,1,50101,255,13:15:00
20140112130584,2014,11,30,2,1,50101,240,17:45:00
20140112130589,2014,24,15,15,1,50101,495,4:45:00
20140112130594,2014,45,55,5,1,50101,190,5:05:00
20140112130594,2014,45,55,5,1,50101,275,8:25:00
20140112130596,2014,36,35,20,1,50101,190,10:05:00
20140112130596,2014,36,35,20,1,50101,440,13:30:00
20140112130596,2014,36,35,20,1,50102,132,21:18:00
20140112130600,2014,55,32,30,1,50101,581,6:49:00
20140112130613,2014,39,79,0,2,50101,335,5:55:00
20140112130613,2014,39,79,0,2,50101,180,12:00:00
20140112130621,2014,53,25,30,1,50101,645,6:00:00
20140112130633,2014,13,9999,9999,99,50101,155,22:55:00
20140112130633,2014,13,9999,9999,99,50101,130,1:50:00
20140112130638,2014,25,30,0,2,50101,150,13:35:00
20140112130638,2014,25,30,0,2,50101,185,16:25:00
20140112130638,2014,25,30,0,2,50101,150,20:00:00
20140112130640,2014,8,45,25,1,50101,240,7:00:00
20140112130640,2014,8,45,25,1,50101,180,11:30:00
20140112130640,2014,8,45,25,1,50101,181,14:59:00
20140112130640,2014,8,45,25,1,50101,75,19:00:00
20140112130645,2014,36,170,2,1,50101,253,12:47:00
20140112130649,2014,1,20,0,2,50101,180,4:00:00
20140112130649,2014,1,20,0,2,50104,6,21:54:00
20140112130649,2014,1,20,0,2,50101,360,22:00:00
20140112130650,2014,6,65,7,1,50101,365,7:55:00
20140112130650,2014,6,65,7,1,50101,355,14:45:00
20140112130664,2014,12,75,10,1,50101,312,7:03:00
20140112130664,2014,12,75,10,1,50101,150,13:00:00
20140112130668,2014,34,30,0,2,50101,210,4:00:00
20140112130668,2014,34,30,0,2,50101,150,8:00:00
20140112130668,2014,34,30,0,2,50101,130,10:50:00
20140112130668,2014,34,30,0,2,50101,65,2:55:00
20140112130672,2014,1,60,0,2,50101,298,7:02:00
20140112130672,2014,1,60,0,2,50101,176,12:34:00
20140112130687,2014,12,25,5,1,50101,303,8:12:00
20140112130687,2014,12,25,5,1,50101,200,14:10:00
20140112130688,2014,6,90,1,1,50101,215,8:00:00
20140112130688,2014,6,90,1,1,50101,25,12:05:00
20140112130699,2014,18,125,0,2,50101,60,12:30:00
20140112130701,2014,49,60,30,1,50101,225,8:45:00
20140112130701,2014,49,60,30,1,50101,230,13:40:00
20140112130701,2014,49,60,30,1,50102,195,17:45:00
20140112130705,2014,18,135,0,2,50101,120,20:00:00
20140112130707,2014,17,35,0,2,50101,275,7:25:00
20140112130711,2014,8,50,2,1,50101,360,14:00:00
20140112130719,2014,17,45,60,1,50101,5,18:00:00
20140112130720,2014,6,90,0,2,50101,30,21:15:00
20140112130725,2014,12,115,2,1,50101,235,8:05:00
20140112130725,2014,12,115,2,1,50101,240,13:00:00
20140112130738,2014,41,60,9997,97,50101,180,20:00:00
20140112130748,2014,6,40,20,1,50101,510,6:00:00
20140112130757,2014,49,61,20,1,60101,295,7:20:00
20140112130757,2014,49,61,20,1,60101,105,12:45:00
20140112130763,2014,42,0,7,1,50101,180,4:00:00
20140112130763,2014,42,0,7,1,50101,588,18:12:00
20140112130785,2014,39,55,5,1,50101,363,8:57:00
20140112130785,2014,39,55,5,1,50101,181,15:59:00
20140112130791,2014,6,85,0,2,50101,240,7:30:00
20140112130791,2014,6,85,0,2,50101,223,12:47:00
20140112130799,2014,13,25,2,1,60103,75,13:45:00
20140112130799,2014,13,25,2,1,60101,20,15:00:00
20140112130803,2014,48,35,10,1,50101,480,7:40:00
20140112130804,2014,6,45,25,1,50101,280,9:50:00
20140112130804,2014,6,45,25,1,50101,5,20:35:00
20140112130806,2014,53,95,0,2,50101,2,19:22:00
20140112130809,2014,25,60,30,1,50101,240,7:00:00
20140112130809,2014,25,60,30,1,50101,210,11:30:00
20140112130834,2014,8,50,30,1,50101,135,9:45:00
20140112130834,2014,8,50,30,1,50101,180,13:00:00
20140112130838,2014,19,90,0,2,50101,340,6:20:00
20140112130838,2014,19,90,0,2,50101,279,12:36:00
20140112130842,2014,48,180,0,2,50101,195,10:15:00
20140112130842,2014,48,180,0,2,50101,180,15:30:00
20140112130843,2014,26,140,485,1,50101,245,8:25:00
20140112130843,2014,26,140,485,1,50101,240,12:50:00
20140112130846,2014,18,15,0,2,50101,520,7:50:00
20140112130846,2014,18,15,0,2,50101,60,18:30:00
20140112130849,2014,17,40,3,1,50101,120,4:00:00
20140112130849,2014,17,40,3,1,50101,2,20:20:00
20140112130849,2014,17,40,3,1,50101,188,20:52:00
20140112130849,2014,17,40,3,1,50101,173,0:07:00
20140112130849,2014,17,40,3,1,50101,45,3:15:00
20140112130870,2014,8,9999,9999,99,60101,307,7:30:00
20140112130870,2014,8,9999,9999,99,60101,97,13:13:00
20140112130872,2014,39,45,0,2,50101,90,7:50:00
20140112130873,2014,22,22,0,2,50101,406,4:59:00
20140112130873,2014,22,22,0,2,50101,45,12:15:00
20140112130885,2014,42,150,0,2,50101,180,9:00:00
20140112130885,2014,42,150,0,2,50101,240,12:30:00
20140112130886,2014,22,28,0,2,60101,249,7:50:00
20140112130886,2014,22,28,0,2,60101,155,12:40:00
20140112130888,2014,6,60,0,2,50101,140,4:40:00
20140112130888,2014,6,60,0,2,50101,105,7:15:00
20140112130888,2014,6,60,0,2,50101,240,9:30:00
20140112130889,2014,55,9999,9999,99,50101,155,5:25:00
20140112130889,2014,55,9999,9999,99,50101,130,12:20:00
20140112130893,2014,28,30,30,1,50101,580,5:20:00
20140112130912,2014,12,125,75,1,50101,15,9:00:00
20140112130921,2014,6,45,5,1,50101,240,10:26:00
20140112130921,2014,6,45,5,1,50101,84,14:36:00
20140112130926,2014,12,0,0,2,50101,120,6:30:00
20140112130926,2014,12,0,0,2,50101,120,12:30:00
20140112130927,2014,6,10,0,2,60101,260,12:10:00
20140112130934,2014,12,45,0,2,60103,10,6:50:00
20140112130934,2014,12,45,0,2,60101,435,7:05:00
20140112130937,2014,48,30,5,1,50101,320,8:40:00
20140112130937,2014,48,30,5,1,50101,222,14:48:00
20140112130960,2014,45,70,0,2,50101,240,8:00:00
20140112130960,2014,45,70,0,2,50101,123,13:00:00
20140112130973,2014,45,9999,9999,99,50101,330,5:30:00
20140112130973,2014,45,9999,9999,99,50101,360,12:00:00
20140112130979,2014,6,130,30,1,50101,405,8:15:00
20140112130979,2014,6,130,30,1,50101,15,16:30:00
20140112130979,2014,6,130,30,1,50101,125,17:25:00
20140112130979,2014,6,130,30,1,50101,30,20:20:00
20140112130982,2014,36,45,300,1,50101,300,10:00:00
20140112130982,2014,36,45,300,1,50101,170,18:10:00
20140112131000,2014,12,90,0,2,50101,266,7:04:00
20140112131000,2014,12,90,0,2,50101,213,12:00:00
20140112131010,2014,17,60,2,1,50101,860,6:10:00
20140112131010,2014,17,60,2,1,50101,30,23:01:00
20140112131014,2014,28,42,15,1,50101,150,7:00:00
20140112131014,2014,28,42,15,1,50101,140,9:40:00
20140112131014,2014,28,42,15,1,50101,120,12:30:00
20140112131014,2014,28,42,15,1,50101,50,14:40:00
20140112131022,2014,25,40,15,1,50101,630,6:00:00
20140112131024,2014,22,30,0,2,50101,120,8:02:00
20140112131026,2014,40,10,0,2,50101,180,5:25:00
20140112131026,2014,40,10,0,2,50101,120,9:45:00
20140112131026,2014,40,10,0,2,50101,85,12:05:00
20140112131026,2014,40,10,0,2,50101,120,14:40:00
20140112131027,2014,6,9999,9999,99,50101,260,8:40:00
20140112131036,2014,49,20,15,1,50101,210,4:00:00
20140112131036,2014,49,20,15,1,50101,500,17:40:00
20140112131036,2014,49,20,15,1,50101,100,2:20:00
20140112131039,2014,17,90,0,2,50101,180,6:55:00
20140112131039,2014,17,90,0,2,50101,170,10:10:00
20140112131039,2014,17,90,0,2,50101,165,13:15:00
20140112131044,2014,18,165,0,2,50101,275,6:55:00
20140112131044,2014,18,165,0,2,50101,300,12:30:00
20140112131054,2014,16,60,2,1,50101,295,5:35:00
20140112131054,2014,16,60,2,1,50101,90,11:00:00
20140112131054,2014,16,60,2,1,50101,195,12:45:00
20140112131054,2014,16,60,2,1,60101,45,20:30:00
20140112131069,2014,5,0,0,2,50101,235,5:05:00
20140112131069,2014,5,0,0,2,50101,225,9:15:00
20140112131069,2014,5,0,0,2,50101,15,13:15:00
20140112131077,2014,24,105,0,2,50101,205,8:50:00
20140112131077,2014,24,105,0,2,50101,255,12:45:00
20140112131085,2014,48,60,0,2,50101,210,11:30:00
20140112131085,2014,48,60,0,2,50101,130,15:20:00
20140112131085,2014,48,60,0,2,50101,90,19:06:00
20140112131093,2014,9,110,0,2,50399,60,5:00:00
20140112131093,2014,9,110,0,2,50101,150,8:31:00
20140112131093,2014,9,110,0,2,50101,99,11:21:00
20140112131093,2014,9,110,0,2,50101,120,14:07:00
20140112131093,2014,9,110,0,2,50399,40,16:29:00
20140112131096,2014,36,32,0,2,50101,135,7:45:00
20140112131096,2014,36,32,0,2,50101,120,10:15:00
20140112131096,2014,36,32,0,2,50101,255,12:45:00
20140112131096,2014,36,32,0,2,50101,30,19:50:00
20140112131100,2014,45,60,0,2,50101,30,8:30:00
20140112131100,2014,45,60,0,2,50101,220,9:20:00
20140112131100,2014,45,60,0,2,50101,300,14:00:00
20140112131100,2014,45,60,0,2,50101,180,20:00:00
20140112131110,2014,6,80,30,1,50101,240,7:30:00
20140112131110,2014,6,80,30,1,50101,210,12:00:00
20140112131110,2014,6,80,30,1,60199,150,17:30:00
20140112131140,2014,5,10,5,1,50101,160,16:50:00
20140112131140,2014,5,10,5,1,50101,80,19:40:00
20140112131140,2014,5,10,5,1,50101,105,21:15:00
20140112131141,2014,24,132,0,2,50101,300,8:42:00
20140112131141,2014,24,132,0,2,50101,204,15:06:00
20140112131143,2014,21,35,230,1,50101,255,8:00:00
20140112131143,2014,21,35,230,1,50101,220,13:20:00
20140112131155,2014,6,45,0,2,50101,225,8:45:00
20140112131155,2014,6,45,0,2,50101,315,13:00:00
20140112131156,2014,27,90,30,1,50101,390,6:50:00
20140112131172,2014,48,9999,9999,99,50101,255,7:45:00
20140112131172,2014,48,9999,9999,99,50101,255,12:45:00
20140112131180,2014,18,69,0,2,50101,103,5:17:00
20140112131180,2014,18,69,0,2,50101,281,7:19:00
20140112131180,2014,18,69,0,2,50101,100,12:20:00
20140112131185,2014,6,60,0,2,50101,150,4:00:00
20140112131195,2014,27,5,240,1,50303,395,17:25:00
20140112131195,2014,27,5,240,1,50303,60,0:00:00
20140112131195,2014,27,5,240,1,50303,3,1:00:00
20140112131200,2014,6,145,10,1,50101,225,9:15:00
20140112131200,2014,6,145,10,1,50101,135,13:30:00
20140112131200,2014,6,145,10,1,50101,30,16:00:00
20140112131213,2014,37,55,0,2,50101,300,4:00:00
20140112131213,2014,37,55,0,2,50101,125,9:35:00
20140112131213,2014,37,55,0,2,50101,24,22:46:00
20140112131213,2014,37,55,0,2,50101,20,23:10:00
20140112131213,2014,37,55,0,2,50101,90,23:30:00
20140112131213,2014,37,55,0,2,50101,140,1:40:00
20140112131224,2014,48,150,0,2,50101,120,6:00:00
20140112131224,2014,48,150,0,2,50101,180,8:15:00
20140112131224,2014,48,150,0,2,50101,205,12:15:00
20140112131224,2014,48,150,0,2,50101,120,15:55:00
20140112131234,2014,24,60,30,1,50101,60,8:00:00
20140112131234,2014,24,60,30,1,50101,525,9:15:00
20140112131234,2014,24,60,30,1,50101,75,19:45:00
20140112131236,2014,25,40,0,2,50101,215,6:55:00
20140112131236,2014,25,40,0,2,50101,240,11:00:00
20140112131255,2014,8,60,10,1,50101,295,7:35:00
20140112131255,2014,8,60,10,1,50101,120,13:00:00
20140112131263,2014,39,45,0,2,50104,60,17:00:00
20140112131263,2014,39,45,0,2,50101,240,18:00:00
20140112131266,2014,6,130,5,1,50101,75,7:00:00
20140112131266,2014,6,130,5,1,50101,235,8:35:00
20140112131266,2014,6,130,5,1,50101,55,12:50:00
20140112131266,2014,6,130,5,1,50101,115,14:55:00
20140112131271,2014,46,20,5,1,50102,538,9:32:00
20140112131273,2014,42,30,5,1,50101,300,6:30:00
20140112131273,2014,42,30,5,1,50101,90,12:00:00
20140112131284,2014,29,9999,9999,99,50101,60,10:15:00
20140112131284,2014,29,9999,9999,99,50102,180,11:15:00
20140112131284,2014,29,9999,9999,99,50101,195,14:15:00
20140112131301,2014,25,120,15,1,50101,140,8:40:00
20140112131301,2014,25,120,15,1,50101,165,11:15:00
20140112131301,2014,25,120,15,1,50101,150,14:30:00
20140112131303,2014,8,45,20,1,50101,15,8:00:00
20140112131303,2014,8,45,20,1,50101,540,9:00:00
20140112131325,2014,30,15,15,1,50101,300,8:00:00
20140112131325,2014,30,15,15,1,50101,90,14:00:00
20140112131325,2014,30,15,15,1,50101,75,16:30:00
20140112131328,2014,6,90,0,2,50101,240,4:00:00
20140112131362,2014,12,60,30,1,50101,225,8:00:00
20140112131362,2014,12,60,30,1,50101,345,12:15:00
20140112131369,2014,37,90,180,1,50101,390,7:30:00
20140112131369,2014,37,90,180,1,50101,90,14:30:00
20140112131369,2014,37,90,180,1,50101,185,19:25:00
20140112131369,2014,37,90,180,1,50101,60,23:00:00
20140112131377,2014,12,15,5,1,50103,15,7:39:00
20140112131377,2014,12,15,5,1,50101,551,7:54:00
20140112131377,2014,12,15,5,1,50101,10,20:47:00
20140112131377,2014,12,15,5,1,50101,213,21:42:00
20140112131382,2014,36,180,0,2,50101,150,6:20:00
20140112131382,2014,36,180,0,2,50101,120,9:50:00
20140112131382,2014,36,180,0,2,50101,60,12:50:00
20140112131382,2014,36,180,0,2,50101,170,14:10:00
20140112131382,2014,36,180,0,2,50101,120,18:00:00
20140112131401,2014,34,40,0,2,50101,234,9:06:00
20140112131401,2014,34,40,0,2,50101,180,14:00:00
20140112131410,2014,36,9999,9999,99,50102,60,8:05:00
20140112131410,2014,36,9999,9999,99,50101,245,9:25:00
20140112131410,2014,36,9999,9999,99,50101,180,14:00:00
20140112131410,2014,36,9999,9999,99,50101,85,18:35:00
20140112131414,2014,6,35,480,1,50101,480,7:10:00
20140112131424,2014,26,55,0,2,50101,15,7:45:00
20140112131424,2014,26,55,0,2,50101,240,8:00:00
20140112131424,2014,26,55,0,2,50101,300,13:00:00
20140112131425,2014,29,90,5,1,50101,255,7:45:00
20140112131425,2014,29,90,5,1,50101,240,13:00:00
20140112131427,2014,48,48,0,2,50101,285,7:45:00
20140112131427,2014,48,48,0,2,50101,243,13:27:00
20140112131427,2014,48,48,0,2,50101,150,19:00:00
20140112131436,2014,42,120,0,2,50101,330,6:00:00
20140112131436,2014,42,120,0,2,50101,270,12:30:00
20140112131444,2014,20,45,50,1,50101,255,8:00:00
20140112131444,2014,20,45,50,1,50101,235,12:35:00
20140112131452,2014,4,0,120,1,50101,120,14:00:00
20140112131452,2014,4,0,120,1,50101,120,17:00:00
20140112131454,2014,48,30,0,2,50104,15,4:45:00
20140112131454,2014,48,30,0,2,50101,60,5:00:00
20140112131454,2014,48,30,0,2,50101,105,6:15:00
20140112131454,2014,48,30,0,2,50101,300,8:30:00
20140112131467,2014,11,85,15,1,50101,175,9:05:00
20140112131467,2014,11,85,15,1,50101,270,13:00:00
20140112131469,2014,13,75,240,1,50101,315,7:30:00
20140112131469,2014,13,75,240,1,50101,165,13:00:00
20140112131469,2014,13,75,240,1,50102,114,15:51:00
20140112131470,2014,12,60,180,1,50101,147,9:03:00
20140112131479,2014,12,105,0,2,50101,240,8:00:00
20140112131479,2014,12,105,0,2,50101,270,12:30:00
20140112131514,2014,42,150,0,2,50101,135,15:15:00
20140112131514,2014,42,150,0,2,50101,105,17:45:00
20140112131514,2014,42,150,0,2,50101,90,20:00:00
20140112131515,2014,55,9999,9999,99,50101,228,8:12:00
20140112131515,2014,55,9999,9999,99,50101,270,12:30:00
20140112131523,2014,13,30,20,1,50101,652,5:38:00
20140112131528,2014,12,105,0,2,50101,180,14:00:00
20140112131528,2014,12,105,0,2,50101,120,17:30:00
20140112131528,2014,12,105,0,2,50101,75,19:45:00
20140112131534,2014,48,80,0,2,50101,325,6:35:00
20140112131534,2014,48,80,0,2,50101,345,12:45:00
20140112131534,2014,48,80,0,2,50101,60,19:20:00
20140112131536,2014,29,20,15,1,60101,240,8:00:00
20140112131536,2014,29,20,15,1,60101,160,12:20:00
20140112131545,2014,12,135,0,2,50101,5,14:00:00
20140112131547,2014,34,95,0,2,50303,390,9:00:00
20140112131561,2014,25,9999,9999,99,50101,210,4:00:00
20140112131569,2014,34,30,0,2,50101,350,9:10:00
20140112131574,2014,17,20,40,1,50101,240,8:00:00
20140112131574,2014,17,20,40,1,50101,240,13:30:00
20140112131587,2014,18,0,10,1,50101,420,13:00:00
20140112131587,2014,18,0,10,1,50101,165,20:15:00
20140112131590,2014,24,35,8,1,50101,340,13:35:00
20140112131590,2014,24,35,8,1,50101,175,19:30:00
20140112131594,2014,27,60,15,1,50101,220,7:20:00
20140112131594,2014,27,60,15,1,50101,315,11:15:00
20140112131609,2014,17,60,20,1,50101,60,15:15:00
20140112131615,2014,26,110,10,1,50101,60,6:00:00
20140112131615,2014,26,110,10,1,50101,160,9:20:00
20140112131615,2014,26,110,10,1,50101,150,13:00:00
20140112131619,2014,19,45,3,1,50101,295,7:05:00
20140112131619,2014,19,45,3,1,50101,345,12:15:00
20140112131619,2014,19,45,3,1,50101,120,18:30:00
20140112131623,2014,23,80,0,2,50101,60,5:00:00
20140112131623,2014,23,80,0,2,50101,190,8:50:00
20140112131623,2014,23,80,0,2,50101,150,12:30:00
20140112131643,2014,34,50,10,1,50101,490,8:20:00
20140112131661,2014,48,20,15,1,60101,120,9:35:00
20140112131670,2014,13,105,20,1,50101,50,22:10:00
20140112131671,2014,17,190,0,2,50101,210,4:00:00
20140112131676,2014,25,105,15,1,50101,120,8:00:00
