CASEID,YEAR,FIPS,SED_EAT_TOTAL,SED_WORKING_TOTAL,PRIME_EAT
20140402140878,2014,28,0,0,20
20140402140938,2014,37,0,0,225
20140402141031,2014,6,20,0,33
20140402141086,2014,9,0,0,90
20140402141129,2014,17,0,0,30
20140402141136,2014,48,0,0,330
20140402141140,2014,54,70,20,100
20140402141188,2014,48,20,10,210
20140402141228,2014,45,0,0,420
20140402141240,2014,13,5,5,35
20140402141265,2014,6,10,0,100
20140402141321,2014,47,0,0,40
20140402141376,2014,8,0,0,210
20140402141389,2014,18,10,0,0
20140402141414,2014,18,0,0,170
20140402141463,2014,6,60,30,120
20140402141553,2014,29,0,0,140
20140402141564,2014,39,5,0,120
20140402141603,2014,21,0,0,60
20140402141615,2014,27,0,0,100
20140402141648,2014,4,2,1,220
20140402141757,2014,19,10,10,25
20140402141799,2014,6,22,10,22
20140402141848,2014,6,105,25,0
20140402141864,2014,50,0,0,135
20140402141883,2014,6,100,0,160
20140402142042,2014,12,20,0,96
20140402142073,2014,6,0,0,60
20140402142118,2014,26,4,1,240
20140402142179,2014,8,185,0,105
20140402142190,2014,33,20,0,60
20140402142213,2014,51,40,0,500
20140402142234,2014,45,75,0,80
20140402142269,2014,36,15,15,35
20140402142367,2014,6,110,22,475
20140402142434,2014,53,10,10,50
20140402142453,2014,42,140,20,160
20140402142464,2014,51,0,0,60
20140402142474,2014,22,34,0,104
20140403140002,2014,48,6,0,150
20140403140007,2014,13,140,25,40
20140403140013,2014,26,0,0,180
20140403140018,2014,42,0,0,90
20140403140047,2014,5,0,0,165
20140403140053,2014,20,240,60,260
20140403140081,2014,6,40,0,60
20140403140093,2014,36,310,80,0
20140403140103,2014,1,40,20,0
20140403140129,2014,51,10,0,0
20140403140504,2014,26,30,30,20
20140403140516,2014,32,0,0,30
20140403140525,2014,55,45,15,150
20140403140548,2014,22,40,0,120
20140403140552,2014,6,120,20,0
20140403140558,2014,51,40,0,440
20140403140568,2014,11,840,210,120
20140403140588,2014,6,6,3,80
20140403140597,2014,39,0,0,300
20140403140599,2014,34,0,0,60
20140403140602,2014,6,0,0,150
20140403140604,2014,51,90,0,405
20140403140605,2014,26,0,0,65
20140403140610,2014,28,20,10,120
20140403140620,2014,19,40,5,20
20140403140621,2014,50,10,10,50
20140403140623,2014,8,0,0,190
20140403140628,2014,13,30,0,60
20140403140644,2014,10,8,4,140
20140403140648,2014,55,24,5,220
20140403140649,2014,20,50,10,300
20140403140652,2014,24,0,0,244
20140403140656,2014,53,0,0,620
20140403140659,2014,24,20,10,10
20140403140666,2014,55,20,5,780
20140403140668,2014,49,45,0,90
20140403140672,2014,42,60,30,240
20140403140675,2014,24,0,0,300
20140403140678,2014,6,6,0,75
20140403140682,2014,6,24,6,400
20140403140685,2014,28,0,0,150
20140403140687,2014,6,0,0,90
20140403140696,2014,6,56,0,176
20140403140702,2014,18,0,0,450
20140403140735,2014,48,0,0,20
20140403140741,2014,35,0,0,180
20140403140775,2014,48,10,5,180
20140403140797,2014,4,0,0,140
20140403140801,2014,36,0,0,110
20140403140822,2014,24,0,0,300
20140403140838,2014,36,60,30,170
20140403140843,2014,28,100,0,12
20140403140856,2014,48,0,0,90
20140403140868,2014,1,0,0,140
20140403140870,2014,28,40,20,300
20140403140877,2014,37,165,0,225
20140403140902,2014,55,0,0,375
20140403140911,2014,18,20,0,80
20140403140912,2014,1,0,0,135
20140403140938,2014,34,60,60,30
20140403140941,2014,12,0,0,80
20140403140955,2014,34,12,0,240
20140403140958,2014,45,20,10,90
20140403140959,2014,36,50,25,200
20140403140960,2014,45,40,10,120
20140403140968,2014,44,8,0,240
20140403140986,2014,24,40,0,60
20140403140990,2014,6,20,20,75
20140403140991,2014,51,0,0,120
20140403140993,2014,13,10,0,40
20140403140994,2014,8,0,0,160
20140403140995,2014,18,20,10,120
20140403141006,2014,12,120,60,140
20140403141017,2014,27,480,0,40
20140403141019,2014,48,0,0,120
20140403141030,2014,12,0,0,360
20140403141043,2014,48,120,0,180
20140403141044,2014,17,0,0,30
20140403141048,2014,48,30,0,270
20140403141050,2014,15,0,0,360
20140403141053,2014,54,0,0,90
20140403141058,2014,6,30,30,55
20140403141059,2014,6,0,0,360
20140403141064,2014,27,0,0,140
20140403141068,2014,9,40,0,240
20140403141074,2014,6,10,5,70
20140403141085,2014,56,180,0,60
20140403141096,2014,6,0,0,180
20140403141101,2014,36,0,0,60
20140403141106,2014,34,14,6,0
20140403141111,2014,53,225,0,90
20140403141128,2014,18,30,30,65
20140403141133,2014,12,60,15,180
20140403141139,2014,26,0,0,600
20140403141144,2014,27,52,3,520
20140403141151,2014,13,60,30,120
20140403141155,2014,44,8,4,60
20140403141175,2014,29,0,0,90
20140403141178,2014,29,0,0,20
20140403141237,2014,37,40,30,55
20140403141247,2014,48,24,5,30
20140403141264,2014,53,0,0,135
20140403141278,2014,42,0,0,225
20140403141306,2014,34,0,0,260
20140403141309,2014,27,0,0,60
20140403141316,2014,39,10,10,45
20140403141320,2014,39,15,0,110
20140403141323,2014,28,30,10,60
20140403141324,2014,18,10,0,40
20140403141327,2014,17,0,0,100
20140403141344,2014,42,0,0,280
20140403141354,2014,40,55,15,0
20140403141367,2014,6,135,25,60
20140403141374,2014,36,180,0,90
20140403141379,2014,31,30,30,10
20140403141420,2014,36,0,0,180
20140403141430,2014,41,15,0,35
20140403141435,2014,6,0,0,252
20140403141437,2014,36,10,2,450
20140403141438,2014,27,635,635,30
20140403141439,2014,12,0,0,150
20140403141444,2014,37,0,0,90
20140403141455,2014,27,0,0,60
20140403141459,2014,4,0,0,60
20140403141461,2014,42,50,15,60
20140403141476,2014,35,0,0,180
20140403141494,2014,12,20,10,30
20140403141503,2014,32,60,0,130
20140403141519,2014,9,300,15,150
20140403141527,2014,51,60,30,150
20140403141531,2014,23,694,570,0
20140403141542,2014,26,0,0,120
20140403141547,2014,37,25,5,225
20140403141573,2014,36,45,15,450
20140403141580,2014,39,60,0,70
20140403141591,2014,20,0,0,180
20140403141631,2014,26,0,0,60
20140403141650,2014,49,0,0,240
20140403141652,2014,42,15,10,20
20140403141654,2014,24,0,0,325
20140403141659,2014,6,0,0,300
20140403141660,2014,48,60,15,90
20140403141663,2014,5,10,0,120
20140403141670,2014,1,75,0,300
20140403141672,2014,29,15,0,80
20140403141676,2014,36,108,0,120
20140403141693,2014,17,30,10,0
20140403141695,2014,26,0,0,75
20140403141703,2014,42,46,3,100
20140403141712,2014,6,0,0,575
20140403141714,2014,25,15,15,0
20140403141720,2014,18,90,0,210
20140403141728,2014,35,0,0,315
20140403141749,2014,29,80,10,160
20140403141751,2014,12,0,0,100
20140403141764,2014,51,20,10,120
20140403141781,2014,18,15,0,10
20140403141791,2014,40,0,0,425
20140403141797,2014,30,0,0,20
20140403141808,2014,36,15,15,37
20140403141820,2014,21,54,0,90
20140403141829,2014,51,0,0,60
20140403141832,2014,42,30,0,270
20140403141842,2014,18,0,0,142
20140403141848,2014,53,90,0,135
20140403141853,2014,37,100,20,75
20140403141859,2014,13,20,20,10
20140403141883,2014,48,0,0,130
20140403141889,2014,26,60,0,410
20140403141901,2014,48,30,10,45
20140403141904,2014,34,0,0,405
20140403141908,2014,48,0,0,180
20140403141918,2014,15,3,2,31
20140403141924,2014,8,50,10,10
20140403141939,2014,33,6,0,210
20140403141944,2014,19,0,0,60
20140403141958,2014,55,10,0,150
20140403141960,2014,1,0,0,90
20140403141963,2014,55,50,25,90
20140403141964,2014,38,50,25,80
20140403141975,2014,5,0,0,350
20140403141977,2014,17,0,0,240
20140403142034,2014,15,0,0,120
20140403142044,2014,47,0,0,240
20140403142052,2014,53,15,0,240
20140403142056,2014,39,20,0,80
20140403142057,2014,26,135,45,150
20140403142064,2014,55,0,0,120
20140403142065,2014,33,120,0,120
20140403142072,2014,55,28,4,90
20140403142078,2014,6,20,0,320
20140403142093,2014,28,0,0,240
20140403142094,2014,6,240,120,0
20140403142104,2014,48,100,20,250
20140403142110,2014,37,0,0,210
20140403142119,2014,26,1,1,35
20140403142126,2014,6,0,0,80
20140403142141,2014,29,0,0,340
20140403142150,2014,36,40,0,120
20140403142158,2014,19,0,0,100
20140403142160,2014,55,60,60,30
20140403142172,2014,8,320,0,60
20140403142173,2014,31,0,0,180
20140403142179,2014,51,0,0,165
20140403142181,2014,6,0,0,170
20140403142198,2014,48,5,0,45
20140403142207,2014,27,48,0,200
20140403142210,2014,24,60,15,200
20140403142221,2014,45,0,0,75
20140403142229,2014,13,45,0,45
20140403142236,2014,51,10,5,130
20140403142242,2014,54,0,0,65
20140403142245,2014,4,0,0,91
20140403142252,2014,48,0,0,210
20140403142259,2014,22,15,0,48
20140403142263,2014,9,0,0,200
20140403142264,2014,25,0,0,50
20140403142268,2014,12,0,0,20
20140403142275,2014,26,0,0,70
20140403142282,2014,48,28,0,20
20140403142294,2014,9,40,10,360
20140403142299,2014,39,12,0,130
20140403142302,2014,12,0,0,90
20140403142304,2014,6,0,0,480
20140403142314,2014,25,60,0,180
20140403142325,2014,13,20,0,20
20140403142341,2014,27,30,15,120
20140403142342,2014,47,0,0,120
20140403142361,2014,27,0,0,90
20140403142371,2014,26,15,5,135
20140403142372,2014,25,0,0,500
20140403142389,2014,4,0,0,180
20140403142398,2014,27,10,5,52
20140403142399,2014,27,2,1,30
20140403142411,2014,37,40,5,340
20140403142414,2014,41,0,0,45
20140403142423,2014,22,5,5,30
20140403142432,2014,42,90,30,90
20140403142441,2014,51,0,0,90
20140403142442,2014,47,0,0,120
20140403142444,2014,31,60,10,150
20140403142449,2014,49,20,5,240
20140403142450,2014,55,80,10,20
20140403142468,2014,48,0,0,225
20140403142469,2014,42,1080,270,200
20140403142482,2014,42,0,0,90
20140403142486,2014,18,15,5,60
20140403142494,2014,47,0,0,140
20140403142514,2014,6,10,0,90
20140403142515,2014,37,0,0,20
20140403142523,2014,6,136,0,180
20140403142532,2014,48,5,5,20
20140403142533,2014,8,90,0,105
20140404140038,2014,17,20,10,146
20140404140048,2014,5,0,0,60
20140404140829,2014,51,10,5,320
20140404140852,2014,48,15,0,180
20140404140871,2014,17,10,5,110
20140404140940,2014,42,10,0,50
20140404140949,2014,29,4,0,200
20140404141054,2014,26,10,0,45
20140404141163,2014,41,0,0,60
20140404141173,2014,6,128,32,284
20140404141430,2014,17,0,0,120
20140404141682,2014,54,750,240,180
20140404141704,2014,36,660,330,100
20140404141753,2014,18,30,0,225
20140404141856,2014,42,0,0,480
20140404142175,2014,21,0,0,360
20140404142196,2014,13,60,0,30
20140404142229,2014,19,0,0,316
20140404142258,2014,48,0,0,360
20140404142282,2014,20,10,0,45
20140404142286,2014,37,15,0,165
20140404142487,2014,25,30,20,40
20140502140884,2014,12,25,25,50
20140502140888,2014,6,30,0,130
20140503140034,2014,20,0,0,490
20140503140040,2014,11,0,0,240
20140503140531,2014,29,300,0,300
20140503140572,2014,36,0,0,90
20140503140580,2014,6,0,0,180
20140503140587,2014,42,10,5,120
20140503140630,2014,8,0,0,660
20140503140653,2014,24,20,10,120
20140503140711,2014,55,20,20,30
20140503140719,2014,34,0,0,120
20140503140721,2014,41,2,2,90
20140503140737,2014,42,0,0,70
20140503140761,2014,8,30,15,20
20140503140820,2014,24,30,15,180
20140503140836,2014,49,3,0,85
20140503140869,2014,24,0,0,150
20140503140876,2014,6,0,0,0
20140503140898,2014,53,30,15,120
20140503141140,2014,36,0,0,135
20140503141189,2014,48,180,0,45
20140503141202,2014,18,0,0,30
20140503141238,2014,35,60,0,135
20140503141294,2014,37,5,5,180
20140503141296,2014,36,36,0,40
20140503141297,2014,4,15,5,144
20140503141317,2014,6,30,30,15
20140503141335,2014,48,0,0,0
20140503141368,2014,53,0,0,96
20140503141451,2014,45,0,0,120
20140503141556,2014,16,0,0,180
20140503141563,2014,53,4,1,30
20140503141606,2014,6,26,3,90
20140503141643,2014,48,10,5,180
20140503141727,2014,6,28,7,240
20140503141739,2014,48,8,0,100
20140503141757,2014,32,120,0,80
20140503141770,2014,18,0,0,30
20140503141795,2014,6,0,0,300
20140503141818,2014,51,40,20,120
20140503141843,2014,36,70,10,60
20140503141847,2014,48,0,0,100
20140503141882,2014,48,0,0,360
20140503141886,2014,39,20,5,90
20140503141938,2014,26,0,0,420
20140503141949,2014,1,0,0,140
20140503141965,2014,12,0,0,70
20140503141982,2014,31,120,10,120
20140503141987,2014,12,0,0,140
20140503142080,2014,4,0,0,20
20140503142171,2014,5,45,0,60
20140503142183,2014,17,0,0,0
20140503142225,2014,39,30,0,660
20140503142277,2014,4,60,30,180
20140503142288,2014,36,40,0,160
20140503142307,2014,17,0,0,225
20140503142359,2014,36,0,0,330
20140503142405,2014,54,0,0,30
20140503142448,2014,34,0,0,150
20140503142457,2014,36,64,15,120
20140503142461,2014,55,34,30,0
20140503142529,2014,35,0,0,170
20140503142538,2014,53,0,0,110
20140503142540,2014,40,0,0,180
20140504140021,2014,12,0,0,180
20140504140025,2014,12,32,32,90
20140504140032,2014,48,0,0,30
20140504140046,2014,12,90,0,0
20140504140055,2014,51,20,0,180
20140504140068,2014,12,9,3,165
20140504140077,2014,39,140,60,0
20140504140111,2014,55,12,3,148
20140504140132,2014,18,7,7,40
20140504140135,2014,37,0,0,200
20140504140500,2014,6,4,2,180
20140504140512,2014,36,10,5,240
20140504140517,2014,41,0,0,375
20140504140533,2014,33,75,5,270
20140504140542,2014,27,30,0,40
20140504140547,2014,16,8,4,160
20140504140552,2014,27,21,20,35
20140504140553,2014,8,15,0,20
20140504140557,2014,54,30,0,60
20140504140559,2014,55,0,0,360
20140504140579,2014,53,15,0,30
20140504140582,2014,21,0,0,220
20140504140590,2014,32,120,20,20
20140504140600,2014,28,0,0,200
20140504140611,2014,29,45,15,285
20140504140619,2014,21,20,10,180
20140504140620,2014,51,540,180,450
20140504140627,2014,48,30,0,180
20140504140640,2014,42,36,12,3
20140504140644,2014,6,630,315,240
20140504140645,2014,42,15,15,10
20140504140647,2014,25,80,0,460
20140504140662,2014,50,100,20,120
20140504140671,2014,47,0,0,55
20140504140686,2014,8,4,0,105
20140504140692,2014,42,15,15,25
20140504140698,2014,36,6,2,180
20140504140705,2014,51,6,3,80
20140504140713,2014,26,0,0,40
20140504140715,2014,6,0,0,90
20140504140727,2014,48,0,0,285
20140504140732,2014,6,20,0,320
20140504140745,2014,41,0,0,600
20140504140752,2014,19,0,0,180
20140504140753,2014,20,5,5,45
20140504140759,2014,49,0,0,200
20140504140773,2014,8,60,30,30
20140504140776,2014,17,0,0,375
20140504140778,2014,5,60,10,0
20140504140790,2014,30,0,0,60
20140504140793,2014,34,0,0,140
20140504140803,2014,18,30,5,30
20140504140812,2014,29,0,0,300
20140504140824,2014,13,1425,475,75
20140504140827,2014,48,0,0,30
20140504140834,2014,32,10,0,100
20140504140846,2014,39,0,0,150
20140504140847,2014,9,0,0,60
20140504140855,2014,18,50,30,45
20140504140859,2014,5,12,0,690
20140504140881,2014,13,10,0,60
20140504140901,2014,39,0,0,660
20140504140917,2014,4,0,0,320
20140504140944,2014,48,0,0,105
20140504140962,2014,48,40,10,120
20140504140971,2014,4,15,15,45
20140504140981,2014,37,0,0,60
20140504140985,2014,27,0,0,80
20140504140993,2014,27,32,30,25
20140504140997,2014,39,15,0,270
20140504141012,2014,6,0,0,90
20140504141022,2014,30,0,0,225
20140504141029,2014,39,45,30,0
20140504141032,2014,34,0,0,120
20140504141034,2014,49,120,10,80
20140504141038,2014,34,0,0,60
20140504141048,2014,36,90,0,120
20140504141051,2014,37,0,0,105
20140504141052,2014,25,0,0,160
20140504141064,2014,17,0,0,180
20140504141066,2014,2,6,2,120
20140504141074,2014,6,0,0,65
20140504141079,2014,48,0,0,300
20140504141084,2014,29,10,0,133
20140504141097,2014,45,120,0,320
20140504141107,2014,8,0,0,270
20140504141128,2014,27,6,0,225
20140504141131,2014,36,20,0,80
20140504141132,2014,16,0,0,180
20140504141144,2014,51,0,0,90
20140504141155,2014,25,3,0,15
20140504141164,2014,29,20,5,90
20140504141181,2014,6,0,0,225
20140504141192,2014,16,75,0,150
20140504141195,2014,49,0,0,90
20140504141202,2014,36,0,0,240
20140504141208,2014,6,27,9,300
20140504141209,2014,26,10,0,55
20140504141216,2014,37,160,25,40
20140504141232,2014,29,160,0,46
20140504141235,2014,49,0,0,94
20140504141240,2014,12,50,10,60
20140504141241,2014,9,765,1,15
20140504141243,2014,34,45,15,255
20140504141245,2014,40,0,0,110
20140504141246,2014,49,30,0,120
20140504141247,2014,45,10,0,90
20140504141257,2014,29,0,0,240
20140504141258,2014,45,15,5,285
20140504141263,2014,13,10,0,195
20140504141276,2014,37,15,0,300
20140504141281,2014,48,0,0,140
20140504141286,2014,34,60,15,0
20140504141294,2014,26,10,0,20
20140504141303,2014,17,0,0,520
20140504141312,2014,1,5,5,20
20140504141313,2014,6,80,0,1200
20140504141316,2014,9,30,0,140
20140504141330,2014,26,12,2,120
20140504141360,2014,15,15,0,156
20140504141362,2014,12,5,5,120
20140504141364,2014,12,0,0,60
20140504141368,2014,17,60,10,240
20140504141369,2014,53,6,0,80
20140504141374,2014,36,66,0,0
20140504141392,2014,39,0,0,150
20140504141393,2014,6,0,0,10
20140504141403,2014,49,20,0,100
20140504141405,2014,55,60,10,180
20140504141414,2014,31,60,0,30
20140504141416,2014,53,25,0,45
20140504141417,2014,13,10,10,30
20140504141428,2014,17,0,0,90
20140504141449,2014,33,0,0,160
20140504141458,2014,23,0,0,120
20140504141461,2014,6,0,0,130
20140504141475,2014,1,10,0,10
20140504141477,2014,8,204,60,210
20140504141478,2014,8,0,0,210
20140504141480,2014,13,0,0,190
20140504141484,2014,27,5,5,0
20140504141489,2014,28,0,0,30
20140504141505,2014,36,0,0,65
20140504141508,2014,55,30,0,100
20140504141510,2014,26,60,60,85
20140504141515,2014,18,0,0,110
20140504141516,2014,12,0,0,50
20140504141520,2014,17,0,0,475
20140504141556,2014,19,0,0,90
20140504141570,2014,6,0,0,96
20140504141582,2014,36,20,15,5
20140504141585,2014,20,22,0,50
20140504141593,2014,8,0,0,320
20140504141629,2014,40,0,0,180
20140504141681,2014,34,35,0,20
20140504141686,2014,37,60,15,135
20140504141689,2014,55,0,0,15
20140504141696,2014,6,0,0,90
20140504141705,2014,4,60,0,0
20140504141713,2014,13,3,0,285
20140504141728,2014,10,62,1,90
20140504141730,2014,6,0,0,360
20140504141745,2014,48,0,0,280
20140504141749,2014,4,0,0,240
20140504141769,2014,6,20,10,180
20140504141770,2014,18,20,0,140
20140504141790,2014,37,0,0,70
20140504141813,2014,55,30,0,90
20140504141817,2014,34,60,0,90
20140504141823,2014,25,20,0,15
20140504141825,2014,48,10,0,5
20140504141826,2014,25,10,10,65
20140504141839,2014,36,40,0,20
20140504141840,2014,36,80,10,220
20140504141844,2014,29,30,5,40
20140504141846,2014,37,0,0,280
20140504141877,2014,24,120,10,75
20140504141892,2014,37,15,0,120
20140504141929,2014,51,0,0,20
20140504141942,2014,45,0,0,150
20140504141962,2014,24,30,15,300
20140504141967,2014,5,10,0,90
20140504141970,2014,6,0,0,225
20140504141976,2014,55,0,0,15
20140504141978,2014,20,120,0,300
20140504141979,2014,19,30,5,140
20140504141982,2014,6,75,0,0
20140504141989,2014,26,300,20,90
20140504141994,2014,19,30,0,120
20140504142005,2014,48,30,15,130
20140504142008,2014,6,0,0,90
20140504142013,2014,6,0,0,175
20140504142015,2014,21,0,0,240
20140504142033,2014,51,15,0,225
20140504142042,2014,10,0,0,140
20140504142043,2014,42,5,0,100
20140504142046,2014,51,0,0,150
20140504142047,2014,40,0,0,60
20140504142057,2014,49,0,0,270
20140504142065,2014,13,15,0,30
20140504142068,2014,55,150,0,165
20140504142085,2014,44,60,0,64
20140504142095,2014,24,0,0,450
20140504142098,2014,19,45,0,30
20140504142100,2014,27,40,20,86
20140504142116,2014,12,0,0,20
20140504142121,2014,17,100,30,0
20140504142129,2014,41,20,10,60
20140504142133,2014,30,50,15,150
20140504142144,2014,8,15,0,200
20140504142145,2014,6,467,467,30
20140504142153,2014,27,120,30,200
20140504142155,2014,48,0,0,250
20140504142156,2014,48,30,30,2
20140504142160,2014,20,0,0,20
20140504142165,2014,37,30,0,153
20140504142170,2014,48,10,0,100
20140504142171,2014,55,0,0,170
20140504142180,2014,34,10,5,120
20140504142200,2014,1,90,0,225
20140504142204,2014,42,0,0,220
20140504142211,2014,22,0,0,15
20140504142220,2014,38,20,0,90
20140504142232,2014,17,2,1,90
20140504142234,2014,47,30,10,90
20140504142237,2014,17,0,0,300
20140504142249,2014,12,60,0,70
20140504142259,2014,39,0,0,90
20140504142266,2014,26,0,0,300
20140504142275,2014,13,10,0,30
20140504142277,2014,21,0,0,90
20140504142311,2014,40,10,5,140
20140504142313,2014,34,10,0,17
20140504142316,2014,21,0,0,140
20140504142319,2014,18,5,0,90
20140504142328,2014,6,0,0,150
20140504142351,2014,8,10,0,230
20140504142358,2014,4,40,0,120
20140504142364,2014,12,5,5,0
20140504142368,2014,42,30,10,75
20140504142371,2014,48,30,15,60
20140504142374,2014,27,0,0,82
20140504142379,2014,36,15,5,180
20140504142385,2014,51,10,0,100
20140504142412,2014,6,20,10,40
20140504142418,2014,48,15,15,90
20140504142422,2014,25,64,6,120
20140504142444,2014,42,24,6,320
20140504142446,2014,51,140,35,240
20140504142447,2014,42,20,0,360
20140504142477,2014,6,0,0,80
20140504142481,2014,17,40,20,30
20140504142488,2014,6,0,0,70
20140504142490,2014,1,13,0,40
20140504142500,2014,8,0,0,350
20140504142503,2014,17,10,0,90
20140504142507,2014,36,25,0,0
20140505140500,2014,6,8,4,204
20140505140525,2014,18,50,0,100
20140505140611,2014,48,40,0,60
20140505140687,2014,42,6,0,315
20140505140754,2014,6,10,5,190
20140505140760,2014,48,0,0,140
20140505140792,2014,29,4,2,80
20140505140794,2014,56,90,5,0
20140505140826,2014,53,0,0,20
20140505140827,2014,48,0,0,120
20140505140879,2014,42,20,0,110
20140505140976,2014,48,60,20,150
20140505140999,2014,20,10,5,110
20140505141134,2014,6,75,0,272
20140505141156,2014,19,6,2,15
20140505141225,2014,48,30,0,35
20140505141469,2014,42,4,0,30
20140505141515,2014,6,0,0,105
20140505141618,2014,8,60,0,480
20140505141658,2014,41,45,0,105
20140505141827,2014,16,10,0,10
20140505141891,2014,8,15,5,180
20140505141982,2014,26,0,0,450
20140505142037,2014,45,24,6,60
20140505142056,2014,12,10,0,130
20140505142151,2014,13,246,0,112
20140505142154,2014,17,15,15,0
20140505142210,2014,39,0,0,35
20140505142499,2014,27,0,0,240
20140505142522,2014,16,10,0,90
20140603140935,2014,12,15,0,15
20140603142334,2014,13,0,0,150
20140604140152,2014,42,30,5,540
20140604140513,2014,26,4,0,100
20140604140521,2014,17,0,0,150
20140604140549,2014,12,6,3,100
20140604140560,2014,42,0,0,180
20140604140609,2014,6,0,0,120
20140604140631,2014,51,0,0,45
20140604140699,2014,18,90,0,45
20140604140763,2014,42,0,0,210
20140604140792,2014,6,60,0,1320
20140604140851,2014,26,40,20,240
20140604140861,2014,25,60,15,360
20140604140907,2014,32,30,0,150
20140604140942,2014,39,0,0,45
20140604140990,2014,22,185,7,575
20140604141069,2014,17,80,0,80
20140604141111,2014,6,810,135,0
20140604141141,2014,48,12,0,270
20140604141142,2014,20,100,10,240
20140604141176,2014,42,0,0,200
20140604141218,2014,47,90,30,90
20140604141236,2014,12,0,0,90
20140604141264,2014,8,0,0,220
20140604141291,2014,35,10,5,100
20140604141300,2014,6,0,0,146
20140604141336,2014,12,20,0,250
20140604141348,2014,37,30,0,45
20140604141424,2014,35,15,15,120
20140604141431,2014,54,10,0,160
20140604141512,2014,24,0,0,60
20140604141588,2014,37,0,0,50
20140604141612,2014,34,0,0,400
20140604141615,2014,46,5,5,50
20140604141702,2014,21,0,0,0
20140604141714,2014,48,0,0,315
20140604141720,2014,6,0,0,225
20140604141732,2014,6,0,0,240
20140604141740,2014,27,40,0,90
20140604141757,2014,12,15,15,45
20140604141759,2014,20,0,0,150
20140604141810,2014,15,6,3,190
20140604141834,2014,48,60,15,680
20140604141875,2014,17,0,0,195
20140604141926,2014,26,30,0,0
20140604141932,2014,25,480,0,120
20140604141971,2014,4,15,15,60
20140604142036,2014,12,15,0,225
20140604142135,2014,6,5,5,30
20140604142152,2014,6,10,0,180
20140604142179,2014,20,0,0,40
20140604142205,2014,12,0,0,60
20140604142244,2014,18,0,0,150
20140604142248,2014,51,20,10,15
20140604142254,2014,36,60,15,0
20140604142255,2014,48,0,0,80
20140604142267,2014,36,65,20,5
20140604142343,2014,51,30,0,105
20140604142370,2014,12,20,0,0
20140604142424,2014,36,0,0,340
20140604142435,2014,53,5,5,180
20140604142462,2014,26,0,0,600
20140604142486,2014,42,0,0,255
20140605140029,2014,12,0,0,120
20140605140097,2014,47,20,0,6
20140605140101,2014,6,0,0,200
20140605140121,2014,32,40,5,240
20140605140135,2014,13,0,0,90
20140605140138,2014,5,27,0,180
20140605140140,2014,12,10,0,30
20140605140145,2014,25,75,20,135
20140605140501,2014,1,0,0,40
20140605140508,2014,36,0,0,210
20140605140517,2014,24,30,15,150
20140605140518,2014,48,10,10,270
20140605140521,2014,55,0,0,165
20140605140536,2014,20,0,0,315
20140605140561,2014,5,0,0,70
20140605140569,2014,42,0,0,60
20140605140572,2014,20,20,0,292
20140605140594,2014,41,30,0,120
20140605140598,2014,36,40,0,70
20140605140602,2014,6,50,5,40
20140605140604,2014,55,0,0,57
20140605140608,2014,34,30,5,70
20140605140621,2014,48,0,0,205
20140605140623,2014,6,120,30,0
20140605140628,2014,22,10,0,96
20140605140630,2014,26,0,0,120
20140605140642,2014,50,11,0,55
20140605140679,2014,12,50,0,60
20140605140705,2014,49,20,0,130
20140605140709,2014,19,40,3,240
20140605140735,2014,6,0,0,140
20140605140755,2014,19,5,0,115
20140605140757,2014,45,10,0,40
20140605140762,2014,29,855,285,90
20140605140767,2014,42,0,0,240
20140605140769,2014,42,0,0,120
20140605140771,2014,26,0,0,360
20140605140773,2014,18,0,0,60
20140605140797,2014,48,8,0,280
20140605140821,2014,19,31,0,105
20140605140832,2014,13,75,0,15
20140605140841,2014,36,0,0,90
20140605140865,2014,29,0,0,100
20140605140878,2014,6,0,0,360
20140605140887,2014,6,0,0,90
20140605140902,2014,20,60,10,270
20140605140903,2014,6,0,0,120
20140605140908,2014,19,55,11,75
20140605140920,2014,21,0,0,210
20140605140937,2014,5,960,480,212
20140605140939,2014,12,0,0,180
20140605140956,2014,48,20,10,70
20140605141012,2014,28,40,0,0
20140605141015,2014,12,0,0,475
20140605141018,2014,8,180,0,150
20140605141021,2014,42,64,2,40
20140605141025,2014,6,0,0,120
20140605141060,2014,24,0,0,900
20140605141061,2014,45,0,0,25
20140605141066,2014,25,16,0,60
20140605141068,2014,26,10,10,0
20140605141069,2014,6,60,30,20
20140605141083,2014,24,40,20,30
20140605141087,2014,42,0,0,159
20140605141097,2014,42,5,0,180
20140605141099,2014,25,30,15,180
20140605141112,2014,49,0,0,150
20140605141143,2014,13,0,0,240
20140605141153,2014,26,30,0,0
20140605141167,2014,34,34,12,110
20140605141172,2014,28,0,0,320
20140605141185,2014,48,0,0,270
20140605141190,2014,37,0,0,55
20140605141195,2014,20,0,0,125
20140605141200,2014,12,0,0,120
20140605141207,2014,17,4,1,320
20140605141211,2014,36,0,0,225
20140605141218,2014,6,603,201,90
20140605141229,2014,39,20,0,110
20140605141250,2014,8,40,0,260
20140605141261,2014,27,20,20,0
20140605141268,2014,36,75,0,405
20140605141285,2014,9,0,0,21
20140605141286,2014,39,60,0,480
20140605141287,2014,45,60,20,45
20140605141312,2014,49,0,0,300
20140605141313,2014,6,100,0,30
20140605141323,2014,6,15,5,180
20140605141325,2014,4,25,0,300
20140605141329,2014,36,0,0,150
